Donor_id,Months since Last Donation,Number of Donations,Total Volume Donated (c.c.),Months since First Donation,Made Donation in March 2007
4586,1,10,2500,43,1
4587,4,9,2250,28,0
4588,2,5,1250,16,1
4589,2,6,1500,22,1
4590,4,5,1250,16,1
4591,2,4,1000,14,1
4592,2,4,1000,14,0
4593,2,6,1500,26,0
4594,4,5,1250,16,1
4595,2,7,1750,32,1
4596,2,6,1500,26,1
4597,2,8,2000,38,1
4598,2,2,500,4,1
4599,2,6,1500,28,1
4600,4,2,500,4,1
4601,1,14,3500,95,0
4602,2,3,750,11,0
4603,2,12,3000,70,1
4604,4,7,1750,32,1
4605,4,4,1000,16,0
4606,2,6,1500,35,1
4607,2,3,750,14,0
4608,2,4,1000,23,0
4609,4,4,1000,18,1
4610,5,6,1500,28,0
4611,4,6,1500,30,1
4612,14,5,1250,14,1
4613,3,8,2000,50,0
4614,4,9,2250,52,1
4615,4,16,4000,98,1
4616,2,9,2250,75,0
4617,4,6,1500,35,1
4618,4,9,2250,55,0
4619,4,6,1500,35,1
4620,2,6,1500,45,0
4621,2,6,1500,47,0
4622,4,2,500,9,0
4623,2,2,500,11,1
4624,4,6,1500,38,1
4625,9,9,2250,38,0
4626,11,5,1250,18,0
4627,2,3,750,21,1
4628,2,1,250,2,0
4629,2,1,250,2,1
4630,2,1,250,2,0
4631,2,1,250,2,1
4632,2,1,250,2,0
4633,2,1,250,2,1
4634,2,1,250,2,1
4635,2,1,250,2,1
4636,2,1,250,2,0
4637,2,3,750,22,0
4638,9,11,2750,49,1
4639,3,5,1250,38,0
4640,3,1,250,3,1
4641,4,6,1500,43,0
4642,2,3,750,24,0
4643,12,11,2750,39,1
4644,2,2,500,14,1
4645,9,3,750,14,0
4646,14,8,2000,26,0
4647,4,2,500,13,1
4648,4,11,2750,95,0
4649,4,1,250,4,1
4650,4,1,250,4,1
4651,4,1,250,4,0
4652,4,1,250,4,1
4653,4,1,250,4,0
4654,4,1,250,4,1
4655,4,1,250,4,1
4656,4,1,250,4,0
4657,4,7,1750,62,0
4658,4,4,1000,34,1
4659,11,6,1500,28,0
4660,13,3,750,14,1
4661,9,9,2250,54,0
4662,11,2,500,11,0
4663,2,5,1250,63,1
4664,7,11,2750,89,0
4665,8,9,2250,64,1
4666,2,2,500,22,1
4667,11,16,4000,89,0
4668,4,5,1250,58,0
4669,14,7,1750,35,1
4670,11,4,1000,27,0
4671,7,9,2250,89,1
4672,7,5,1250,52,0
4673,11,6,1500,41,1
4674,10,5,1250,38,0
4675,14,2,500,14,1
4676,14,2,500,14,0
4677,14,2,500,14,1
4678,2,2,500,33,1
4679,11,3,750,23,0
4680,14,8,2000,46,1
4681,9,1,250,9,0
4682,16,5,1250,27,1
4683,14,4,1000,26,0
4684,4,2,500,30,0
4685,14,3,750,21,1
4686,16,16,4000,77,0
4687,4,2,500,31,0
4688,14,8,2000,50,1
4689,11,3,750,26,1
4690,14,7,1750,45,1
4691,15,5,1250,33,0
4692,16,2,500,16,1
4693,16,3,750,21,0
4694,11,8,2000,72,1
4695,11,1,250,11,1
4696,11,1,250,11,1
4697,11,1,250,11,1
4698,2,3,750,75,1
4699,2,3,750,77,0
4700,16,4,1000,28,1
4701,16,15,3750,87,0
4702,16,14,3500,83,1
4703,16,10,2500,62,0
4704,16,3,750,23,1
4705,14,3,750,26,0
4706,23,19,4750,62,1
4707,11,7,1750,75,1
4708,20,14,3500,69,1
4709,4,2,500,46,0
4710,11,2,500,25,1
4711,11,3,750,37,1
4712,13,7,1750,76,0
4713,16,6,1500,50,0
4714,14,3,750,33,1
4715,14,1,250,14,1
4716,14,1,250,14,0
4717,14,1,250,14,1
4718,14,1,250,14,1
4719,17,7,1750,58,1
4720,14,3,750,35,0
4721,16,7,1750,64,1
4722,21,2,500,21,1
4723,16,3,750,35,0
4724,16,1,250,16,1
4725,16,1,250,16,0
4726,16,1,250,16,1
4727,16,1,250,16,0
4728,16,1,250,16,1
4729,11,4,1000,74,0
4730,21,6,1500,48,1
4731,23,2,500,23,1
4732,23,6,1500,45,1
4733,14,2,500,35,1
4734,16,4,1000,58,0
4735,16,5,1250,71,0
4736,21,2,500,26,1
4737,21,3,750,35,0
4738,23,8,2000,69,1
4739,21,3,750,38,0
4740,21,3,750,40,1
4741,21,1,250,21,0
4742,21,1,250,21,1
4743,25,6,1500,50,0
4744,21,1,250,21,1
4745,21,1,250,21,0
4746,23,3,750,39,1
4747,21,2,500,33,1
4748,14,3,750,79,0
4749,23,1,250,23,1
4750,23,1,250,23,1
4751,23,1,250,23,0
4752,23,1,250,23,1
4753,23,1,250,23,0
4754,23,1,250,23,1
4755,16,3,750,86,0
4756,21,2,500,52,1
4757,39,1,250,39,0
4758,72,1,250,72,1
4759,2,50,12500,98,1
4760,0,13,3250,28,1
4761,1,16,4000,35,1
4762,2,20,5000,45,1
4763,1,24,6000,77,0
4764,4,4,1000,4,1
4765,2,7,1750,14,1
4766,1,12,3000,35,0
4767,5,46,11500,98,1
4768,0,3,750,4,0
4769,2,10,2500,28,1
4770,1,13,3250,47,0
4771,2,6,1500,15,1
4772,2,5,1250,11,1
4773,2,14,3500,48,1
4774,2,15,3750,49,1
4775,2,6,1500,15,1
4776,2,3,750,4,1
4777,2,3,750,4,1
4778,4,11,2750,28,0
4779,2,6,1500,16,1
4780,2,6,1500,16,1
4781,4,14,3500,40,0
4782,4,6,1500,14,1
4783,4,8,2000,21,1
4784,1,14,3500,58,0
4785,4,10,2500,28,1
4786,4,10,2500,28,1
4787,2,16,4000,64,0
4788,2,8,2000,28,1
4789,2,12,3000,47,1
4790,4,6,1500,16,1
4791,4,7,1750,22,1
4792,2,13,3250,53,1
4793,2,5,1250,16,0
4794,2,5,1250,16,1
4795,2,5,1250,16,0
4796,4,20,5000,69,1
4797,4,9,2250,28,1
4798,2,9,2250,36,0
4799,2,2,500,2,1
4800,2,2,500,2,1
4801,2,2,500,2,0
4802,2,11,2750,46,1
4803,2,11,2750,46,1
4804,2,6,1500,22,0
4805,4,5,1250,14,1
4806,4,19,4750,69,1
4807,4,8,2000,26,1
4808,2,7,1750,28,1
4809,3,6,1500,21,0
4810,2,8,2000,35,1
4811,4,5,1250,16,1
4812,3,16,4000,74,0
4813,2,4,1000,14,1
4814,0,2,500,4,0
4815,4,7,1750,25,1
4816,1,9,2250,51,0
4817,2,4,1000,16,1
4818,2,4,1000,16,1
4819,4,17,4250,71,1
4820,2,2,500,4,0
4821,2,2,500,4,1
4822,2,2,500,4,1
4823,2,4,1000,16,1
4824,2,2,500,4,0
4825,2,2,500,4,1
4826,2,4,1000,16,1
4827,2,4,1000,16,0
4828,2,4,1000,16,1
4829,2,6,1500,28,1
4830,2,6,1500,28,0
4831,4,2,500,4,1
4832,4,2,500,4,0
4833,2,7,1750,35,1
4834,4,2,500,4,1
4835,4,2,500,4,0
4836,4,2,500,4,0
4837,12,11,2750,23,1
4838,3,17,4250,86,0
4839,4,9,2250,38,1
4840,4,8,2000,34,1
4841,4,9,2250,40,1
4842,2,5,1250,26,0
4843,6,17,4250,70,0
4844,0,8,2000,59,1
4845,2,3,750,14,1
4846,2,10,2500,64,0
4847,4,9,2250,46,1
4848,4,5,1250,23,0
4849,4,8,2000,40,1
4850,2,12,3000,82,1
4851,11,24,6000,64,0
4852,2,7,1750,46,1
4853,4,11,2750,61,0
4854,1,7,1750,57,1
4855,2,11,2750,79,1
4856,2,3,750,16,1
4857,4,5,1250,26,1
4858,2,6,1500,41,1
4859,2,5,1250,33,1
4860,2,4,1000,26,0
4861,2,5,1250,34,0
4862,4,8,2000,46,1
4863,4,8,2000,48,1
4864,2,2,500,10,1
4865,4,5,1250,28,0
4866,2,2,500,10,1
4867,2,11,2750,88,1
4868,2,3,750,19,1
4869,2,5,1250,37,1
4870,9,5,1250,19,0
4871,2,2,500,11,1
4872,2,9,2250,74,0
4873,4,3,750,16,1
4874,4,3,750,16,1
4875,4,2,500,9,1
4876,6,3,750,14,0
4877,2,2,500,11,1
4878,2,2,500,11,1
4879,2,2,500,11,0
4880,2,7,1750,58,1
4881,2,1,250,2,1
4882,2,1,250,2,0
4883,2,1,250,2,1
4884,2,1,250,2,0
4885,2,1,250,2,1
4886,2,1,250,2,0
4887,2,1,250,2,1
4888,2,1,250,2,0
4889,2,1,250,2,1
4890,2,1,250,2,1
4891,2,1,250,2,1
4892,2,1,250,2,0
4893,2,1,250,2,1
4894,2,1,250,2,1
4895,2,1,250,2,1
4896,2,1,250,2,0
4897,2,1,250,2,0
4898,2,1,250,2,1
4899,2,1,250,2,1
4900,11,10,2500,35,0
4901,11,4,1000,16,1
4902,4,6,1500,41,1
4903,2,3,750,22,0
4904,4,4,1000,26,1
4905,10,4,1000,16,0
4906,2,4,1000,35,0
4907,4,12,3000,88,1
4908,13,8,2000,26,1
4909,4,5,1250,34,0
4910,4,5,1250,35,1
4911,4,7,1750,52,0
4912,4,7,1750,52,0
4913,2,2,500,14,0
4914,2,5,1250,47,1
4915,9,8,2000,38,1
4916,4,6,1500,47,0
4917,9,9,2250,45,1
4918,4,6,1500,52,1
4919,4,7,1750,58,0
4920,6,2,500,11,1
4921,11,9,2250,38,0
4922,2,2,500,16,0
4923,2,7,1750,76,1
4924,11,6,1500,27,1
4925,11,3,750,14,1
4926,4,1,250,4,0
4927,4,1,250,4,0
4928,4,1,250,4,1
4929,4,1,250,4,1
4930,4,1,250,4,0
4931,4,1,250,4,1
4932,4,1,250,4,1
4933,4,1,250,4,0
4934,4,1,250,4,1
4935,4,1,250,4,0
4936,4,3,750,24,1
4937,4,1,250,4,1
4938,4,1,250,4,0
4939,4,1,250,4,1
4940,10,8,2000,39,1
4941,14,7,1750,26,0
4942,8,10,2500,63,0
4943,4,2,500,14,1
4944,2,4,1000,43,1
4945,8,9,2250,58,0
4946,8,8,2000,52,1
4947,11,22,5500,98,0
4948,4,3,750,25,1
4949,11,17,4250,79,1
4950,9,2,500,11,1
4951,4,5,1250,46,0
4952,7,12,3000,86,1
4953,11,2,500,11,0
4954,11,2,500,11,1
4955,2,6,1500,75,1
4956,11,8,2000,41,1
4957,11,3,750,16,1
4958,12,13,3250,59,0
4959,2,3,750,35,1
4960,16,8,2000,28,0
4961,11,7,1750,37,1
4962,4,3,750,28,0
4963,12,12,3000,58,1
4964,4,4,1000,41,0
4965,11,14,3500,73,1
4966,4,5,1250,58,0
4967,4,4,1000,43,1
4968,3,2,500,23,0
4969,11,8,2000,46,1
4970,4,7,1750,82,1
4971,13,4,1000,21,0
4972,16,7,1750,28,1
4973,7,2,500,16,1
4974,4,5,1250,58,1
4975,4,5,1250,58,0
4976,4,4,1000,46,1
4977,14,13,3250,57,1
4978,4,3,750,34,1
4979,14,18,4500,78,0
4980,11,8,2000,48,1
4981,14,16,4000,70,0
4982,14,4,1000,22,1
4983,14,5,1250,26,1
4984,8,2,500,16,0
4985,11,2,500,14,1
4986,4,2,500,23,0
4987,14,3,750,19,1
4988,16,12,3000,50,1
4989,11,4,1000,28,1
4990,11,5,1250,35,0
4991,2,4,1000,70,1
4992,14,5,1250,28,1
4993,14,2,500,14,1
4994,14,2,500,14,1
4995,14,2,500,14,0
4996,14,6,1500,34,1
4997,11,5,1250,37,1
4998,4,5,1250,74,0
4999,11,3,750,23,0
5000,11,5,1250,38,1
5001,12,9,2250,60,0
5002,9,1,250,9,1
5003,9,1,250,9,0
5004,4,2,500,29,1
5005,11,2,500,17,0
5006,14,4,1000,26,1
5007,11,9,2250,72,1
5008,11,5,1250,41,0
5009,9,5,1250,51,1
5010,14,8,2000,50,1
5011,16,7,1750,38,0
5012,14,2,500,16,0
5013,14,16,4000,98,1
5014,14,4,1000,28,1
5015,16,7,1750,39,0
5016,14,7,1750,47,1
5017,16,6,1500,35,1
5018,11,3,750,28,0
5019,11,1,250,11,1
5020,9,3,750,34,0
5021,14,4,1000,30,0
5022,23,38,9500,98,1
5023,11,1,250,11,1
5024,11,1,250,11,0
5025,11,1,250,11,1
5026,11,1,250,11,1
5027,11,1,250,11,1
5028,11,2,500,21,0
5029,11,5,1250,50,1
5030,11,2,500,21,0
5031,16,4,1000,28,1
5032,14,3,750,26,0
5033,9,2,500,26,1
5034,14,6,1500,51,1
5035,11,2,500,24,0
5036,4,3,750,71,1
5037,21,13,3250,57,1
5038,11,6,1500,71,0
5039,14,2,500,21,1
5040,23,15,3750,57,0
5041,14,4,1000,38,0
5042,11,2,500,26,1
5043,16,5,1250,40,1
5044,4,2,500,51,1
5045,14,4,1000,40,0
5046,11,3,750,40,1
5047,14,5,1250,50,0
5048,14,1,250,14,1
5049,14,1,250,14,0
5050,14,1,250,14,1
5051,14,1,250,14,0
5052,14,1,250,14,1
5053,14,7,1750,72,0
5054,14,1,250,14,1
5055,9,3,750,52,1
5056,14,7,1750,73,0
5057,11,4,1000,58,1
5058,11,4,1000,59,0
5059,4,2,500,59,1
5060,11,4,1000,61,0
5061,16,4,1000,40,1
5062,16,10,2500,89,0
5063,21,2,500,21,1
5064,21,3,750,26,0
5065,16,8,2000,76,0
5066,21,3,750,26,1
5067,18,2,500,23,0
5068,23,5,1250,33,0
5069,16,3,750,34,1
5070,14,5,1250,64,1
5071,14,3,750,41,1
5072,16,1,250,16,0
5073,16,1,250,16,0
5074,16,1,250,16,1
5075,16,1,250,16,1
5076,16,1,250,16,0
5077,16,1,250,16,1
5078,16,4,1000,45,0
5079,16,1,250,16,1
5080,16,1,250,16,0
5081,16,1,250,16,0
5082,21,2,500,23,1
5083,21,2,500,23,0
5084,14,4,1000,57,1
5085,16,5,1250,60,0
5086,23,2,500,23,0
5087,14,5,1250,74,1
5088,23,3,750,28,0
5089,16,3,750,40,1
5090,9,2,500,52,0
5091,9,2,500,52,1
5092,16,7,1750,87,1
5093,14,2,500,35,0
5094,16,7,1750,93,1
5095,21,2,500,25,0
5096,14,3,750,52,1
5097,18,8,2000,95,0
5098,16,3,750,46,1
5099,11,3,750,76,0
5100,23,12,3000,86,0
5101,21,3,750,35,1
5102,23,2,500,26,0
5103,23,2,500,26,1
5104,23,3,750,33,1
5105,23,2,500,28,0
5106,21,1,250,21,1
5107,21,1,250,21,0
5108,21,1,250,21,1
5109,21,1,250,21,0
5110,21,1,250,21,0
5111,21,1,250,21,1
5112,21,1,250,21,0
5113,21,1,250,21,1
5114,21,1,250,21,1
5115,21,1,250,21,0
5116,21,1,250,21,1
5117,21,5,1250,60,0
5118,23,4,1000,45,1
5119,21,4,1000,52,0
5120,22,1,250,22,1
5121,11,2,500,70,0
5122,23,5,1250,58,1
5123,23,3,750,40,1
5124,23,3,750,41,0
5125,14,3,750,83,1
5126,21,2,500,35,0
5127,26,5,1250,49,1
5128,23,6,1500,70,0
5129,23,1,250,23,1
5130,23,1,250,23,0
5131,23,1,250,23,1
5132,23,1,250,23,0
5133,23,1,250,23,1
5134,23,1,250,23,0
5135,23,1,250,23,1
5136,23,4,1000,53,1
5137,21,6,1500,86,0
5138,21,3,750,64,1
5139,16,2,500,70,1
5140,21,3,750,70,1
5141,23,4,1000,87,1
5142,23,3,750,89,1
5143,35,3,750,64,1
5144,74,1,250,74,1
5145,2,43,10750,86,1
5146,6,22,5500,28,1
5147,2,44,11000,98,0
5148,2,11,2750,23,0
5149,2,21,5250,52,1
5150,4,4,1000,4,1
5151,2,11,2750,26,0
5152,2,11,2750,28,0
5153,3,14,3500,35,1
5154,4,6,1500,14,0
5155,3,5,1250,12,1
5156,4,33,8250,98,1
5157,3,10,2500,33,1
5158,4,10,2500,28,1
5159,2,11,2750,40,1
5160,2,11,2750,41,1
5161,4,13,3250,39,1
5162,1,10,2500,43,1
5163,4,9,2250,28,0
5164,2,5,1250,16,1
5165,2,6,1500,22,1
5166,4,5,1250,16,1
5167,2,4,1000,14,1
5168,2,4,1000,14,0
5169,2,6,1500,26,0
5170,4,5,1250,16,1
5171,2,7,1750,32,1
5172,2,6,1500,26,1
5173,2,8,2000,38,1
5174,2,2,500,4,1
5175,2,6,1500,28,1
5176,4,2,500,4,1
5177,1,14,3500,95,0
5178,2,3,750,11,0
5179,2,12,3000,70,1
5180,4,7,1750,32,1
5181,4,4,1000,16,0
5182,2,6,1500,35,1
5183,2,3,750,14,0
5184,2,4,1000,23,0
5185,4,4,1000,18,1
5186,5,6,1500,28,0
5187,4,6,1500,30,1
5188,14,5,1250,14,1
5189,3,8,2000,50,0
5190,4,9,2250,52,1
5191,4,16,4000,98,1
5192,2,9,2250,75,0
5193,4,6,1500,35,1
5194,4,9,2250,55,0
5195,4,6,1500,35,1
5196,2,6,1500,45,0
5197,2,6,1500,47,0
5198,4,2,500,9,0
5199,2,2,500,11,1
5200,4,6,1500,38,1
5201,9,9,2250,38,0
5202,11,5,1250,18,0
5203,2,3,750,21,1
5204,2,1,250,2,0
5205,2,1,250,2,1
5206,2,1,250,2,0
5207,2,1,250,2,1
5208,2,1,250,2,0
5209,2,1,250,2,1
5210,2,1,250,2,1
5211,2,1,250,2,1
5212,2,1,250,2,0
5213,2,3,750,22,0
5214,9,11,2750,49,1
5215,3,5,1250,38,0
5216,3,1,250,3,1
5217,4,6,1500,43,0
5218,2,3,750,24,0
5219,12,11,2750,39,1
5220,2,2,500,14,1
5221,9,3,750,14,0
5222,14,8,2000,26,0
5223,4,2,500,13,1
5224,4,11,2750,95,0
5225,4,1,250,4,1
5226,4,1,250,4,1
5227,4,1,250,4,0
5228,4,1,250,4,1
5229,4,1,250,4,0
5230,4,1,250,4,1
5231,4,1,250,4,1
5232,4,1,250,4,0
5233,4,7,1750,62,0
5234,4,4,1000,34,1
5235,11,6,1500,28,0
5236,13,3,750,14,1
5237,9,9,2250,54,0
5238,11,2,500,11,0
5239,2,5,1250,63,1
5240,7,11,2750,89,0
5241,8,9,2250,64,1
5242,2,2,500,22,1
5243,11,16,4000,89,0
5244,4,5,1250,58,0
5245,14,7,1750,35,1
5246,11,4,1000,27,0
5247,7,9,2250,89,1
5248,7,5,1250,52,0
5249,11,6,1500,41,1
5250,10,5,1250,38,0
5251,14,2,500,14,1
5252,14,2,500,14,0
5253,14,2,500,14,1
5254,2,2,500,33,1
5255,11,3,750,23,0
5256,14,8,2000,46,1
5257,9,1,250,9,0
5258,16,5,1250,27,1
5259,14,4,1000,26,0
5260,4,2,500,30,0
5261,14,3,750,21,1
5262,16,16,4000,77,0
5263,4,2,500,31,0
5264,14,8,2000,50,1
5265,11,3,750,26,1
5266,14,7,1750,45,1
5267,15,5,1250,33,0
5268,16,2,500,16,1
5269,16,3,750,21,0
5270,11,8,2000,72,1
5271,11,1,250,11,1
5272,11,1,250,11,1
5273,11,1,250,11,1
5274,2,3,750,75,1
5275,2,3,750,77,0
5276,16,4,1000,28,1
5277,16,15,3750,87,0
5278,16,14,3500,83,1
5279,16,10,2500,62,0
5280,16,3,750,23,1
5281,14,3,750,26,0
5282,23,19,4750,62,1
5283,11,7,1750,75,1
5284,20,14,3500,69,1
5285,4,2,500,46,0
5286,11,2,500,25,1
5287,11,3,750,37,1
5288,13,7,1750,76,0
5289,16,6,1500,50,0
5290,14,3,750,33,1
5291,14,1,250,14,1
5292,14,1,250,14,0
5293,14,1,250,14,1
5294,14,1,250,14,1
5295,17,7,1750,58,1
5296,14,3,750,35,0
5297,16,7,1750,64,1
5298,21,2,500,21,1
5299,16,3,750,35,0
5300,16,1,250,16,1
5301,16,1,250,16,0
5302,16,1,250,16,1
5303,16,1,250,16,0
5304,16,1,250,16,1
5305,11,4,1000,74,0
5306,21,6,1500,48,1
5307,23,2,500,23,1
5308,23,6,1500,45,1
5309,14,2,500,35,1
5310,16,4,1000,58,0
5311,16,5,1250,71,0
5312,21,2,500,26,1
5313,21,3,750,35,0
5314,23,8,2000,69,1
5315,21,3,750,38,0
5316,21,3,750,40,1
5317,21,1,250,21,0
5318,21,1,250,21,1
5319,25,6,1500,50,0
5320,21,1,250,21,1
5321,21,1,250,21,0
5322,23,3,750,39,1
5323,21,2,500,33,1
5324,14,3,750,79,0
5325,23,1,250,23,1
5326,23,1,250,23,1
5327,23,1,250,23,0
5328,23,1,250,23,1
5329,23,1,250,23,0
5330,23,1,250,23,1
5331,16,3,750,86,0
5332,21,2,500,52,1
5333,39,1,250,39,0
5334,72,1,250,72,1
5335,2,50,12500,98,1
5336,0,13,3250,28,1
5337,1,16,4000,35,1
5338,2,20,5000,45,1
5339,1,24,6000,77,0
5340,4,4,1000,4,1
5341,2,7,1750,14,1
5342,1,12,3000,35,0
5343,5,46,11500,98,1
5344,0,3,750,4,0
5345,2,10,2500,28,1
5346,1,13,3250,47,0
5347,2,6,1500,15,1
5348,2,5,1250,11,1
5349,2,14,3500,48,1
5350,2,15,3750,49,1
5351,2,6,1500,15,1
5352,2,3,750,4,1
5353,2,3,750,4,1
5354,4,11,2750,28,0
5355,2,6,1500,16,1
5356,2,6,1500,16,1
5357,4,14,3500,40,0
5358,4,6,1500,14,1
5359,4,8,2000,21,1
5360,1,14,3500,58,0
5361,4,10,2500,28,1
5362,4,10,2500,28,1
5363,2,16,4000,64,0
5364,2,8,2000,28,1
5365,2,12,3000,47,1
5366,4,6,1500,16,1
5367,4,7,1750,22,1
5368,2,13,3250,53,1
5369,2,5,1250,16,0
5370,2,5,1250,16,1
5371,2,5,1250,16,0
5372,4,20,5000,69,1
5373,4,9,2250,28,1
5374,2,9,2250,36,0
5375,2,2,500,2,1
5376,2,2,500,2,1
5377,2,2,500,2,0
5378,2,11,2750,46,1
5379,2,11,2750,46,1
5380,2,6,1500,22,0
5381,4,5,1250,14,1
5382,4,19,4750,69,1
5383,4,8,2000,26,1
5384,2,7,1750,28,1
5385,3,6,1500,21,0
5386,2,8,2000,35,1
5387,4,5,1250,16,1
5388,3,16,4000,74,0
5389,2,4,1000,14,1
5390,0,2,500,4,0
5391,4,7,1750,25,1
5392,1,9,2250,51,0
5393,2,4,1000,16,1
5394,2,4,1000,16,1
5395,4,17,4250,71,1
5396,2,2,500,4,0
5397,2,2,500,4,1
5398,2,2,500,4,1
5399,2,4,1000,16,1
5400,2,2,500,4,0
5401,2,2,500,4,1
5402,2,4,1000,16,1
5403,2,4,1000,16,0
5404,2,4,1000,16,1
5405,2,6,1500,28,1
5406,2,6,1500,28,0
5407,4,2,500,4,1
5408,4,2,500,4,0
5409,2,7,1750,35,1
5410,4,2,500,4,1
5411,4,2,500,4,0
5412,4,2,500,4,0
5413,12,11,2750,23,1
5414,3,17,4250,86,0
5415,4,9,2250,38,1
5416,4,8,2000,34,1
5417,4,9,2250,40,1
5418,2,5,1250,26,0
5419,6,17,4250,70,0
5420,0,8,2000,59,1
5421,2,3,750,14,1
5422,2,10,2500,64,0
5423,4,9,2250,46,1
5424,4,5,1250,23,0
5425,4,8,2000,40,1
5426,2,12,3000,82,1
5427,11,24,6000,64,0
5428,2,7,1750,46,1
5429,4,11,2750,61,0
5430,1,7,1750,57,1
5431,2,11,2750,79,1
5432,2,3,750,16,1
5433,4,5,1250,26,1
5434,2,6,1500,41,1
5435,2,5,1250,33,1
5436,2,4,1000,26,0
5437,2,5,1250,34,0
5438,4,8,2000,46,1
5439,4,8,2000,48,1
5440,2,2,500,10,1
5441,4,5,1250,28,0
5442,2,2,500,10,1
5443,2,11,2750,88,1
5444,2,3,750,19,1
5445,2,5,1250,37,1
5446,9,5,1250,19,0
5447,2,2,500,11,1
5448,2,9,2250,74,0
5449,4,3,750,16,1
5450,4,3,750,16,1
5451,4,2,500,9,1
5452,6,3,750,14,0
5453,2,2,500,11,1
5454,2,2,500,11,1
5455,2,2,500,11,0
5456,2,7,1750,58,1
5457,2,1,250,2,1
5458,2,1,250,2,0
5459,2,1,250,2,1
5460,2,1,250,2,0
5461,2,1,250,2,1
5462,2,1,250,2,0
5463,2,1,250,2,1
5464,2,1,250,2,0
5465,2,1,250,2,1
5466,2,1,250,2,1
5467,2,1,250,2,1
5468,2,1,250,2,0
5469,2,1,250,2,1
5470,2,1,250,2,1
5471,2,1,250,2,1
5472,2,1,250,2,0
5473,2,1,250,2,0
5474,2,1,250,2,1
5475,2,1,250,2,1
5476,11,10,2500,35,0
5477,11,4,1000,16,1
5478,4,6,1500,41,1
5479,2,3,750,22,0
5480,4,4,1000,26,1
5481,10,4,1000,16,0
5482,2,4,1000,35,0
5483,4,12,3000,88,1
5484,13,8,2000,26,1
5485,4,5,1250,34,0
5486,4,5,1250,35,1
5487,4,7,1750,52,0
5488,4,7,1750,52,0
5489,2,2,500,14,0
5490,2,5,1250,47,1
5491,9,8,2000,38,1
5492,4,6,1500,47,0
5493,9,9,2250,45,1
5494,4,6,1500,52,1
5495,4,7,1750,58,0
5496,6,2,500,11,1
5497,11,9,2250,38,0
5498,2,2,500,16,0
5499,2,7,1750,76,1
5500,11,6,1500,27,1
5501,11,3,750,14,1
5502,4,1,250,4,0
5503,4,1,250,4,0
5504,4,1,250,4,1
5505,4,1,250,4,1
5506,4,1,250,4,0
5507,4,1,250,4,1
5508,4,1,250,4,1
5509,4,1,250,4,0
5510,4,1,250,4,1
5511,4,1,250,4,0
5512,4,3,750,24,1
5513,4,1,250,4,1
5514,4,1,250,4,0
5515,4,1,250,4,1
5516,10,8,2000,39,1
5517,14,7,1750,26,0
5518,8,10,2500,63,0
5519,4,2,500,14,1
5520,2,4,1000,43,1
5521,8,9,2250,58,0
5522,8,8,2000,52,1
5523,11,22,5500,98,0
5524,4,3,750,25,1
5525,11,17,4250,79,1
5526,9,2,500,11,1
5527,4,5,1250,46,0
5528,7,12,3000,86,1
5529,11,2,500,11,0
5530,11,2,500,11,1
5531,2,6,1500,75,1
5532,11,8,2000,41,1
5533,11,3,750,16,1
5534,12,13,3250,59,0
5535,2,3,750,35,1
5536,16,8,2000,28,0
5537,11,7,1750,37,1
5538,4,3,750,28,0
5539,12,12,3000,58,1
5540,4,4,1000,41,0
5541,11,14,3500,73,1
5542,4,5,1250,58,0
5543,4,4,1000,43,1
5544,3,2,500,23,0
5545,11,8,2000,46,1
5546,4,7,1750,82,1
5547,13,4,1000,21,0
5548,16,7,1750,28,1
5549,7,2,500,16,1
5550,4,5,1250,58,1
5551,4,5,1250,58,0
5552,4,4,1000,46,1
5553,14,13,3250,57,1
5554,4,3,750,34,1
5555,14,18,4500,78,0
5556,11,8,2000,48,1
5557,14,16,4000,70,0
5558,14,4,1000,22,1
5559,14,5,1250,26,1
5560,8,2,500,16,0
5561,11,2,500,14,1
5562,4,2,500,23,0
5563,14,3,750,19,1
5564,16,12,3000,50,1
5565,11,4,1000,28,1
5566,11,5,1250,35,0
5567,2,4,1000,70,1
5568,14,5,1250,28,1
5569,14,2,500,14,1
5570,14,2,500,14,1
5571,14,2,500,14,0
5572,14,6,1500,34,1
5573,11,5,1250,37,1
5574,4,5,1250,74,0
5575,11,3,750,23,0
5576,11,5,1250,38,1
5577,12,9,2250,60,0
5578,9,1,250,9,1
5579,9,1,250,9,0
5580,4,2,500,29,1
5581,11,2,500,17,0
5582,14,4,1000,26,1
5583,11,9,2250,72,1
5584,11,5,1250,41,0
5585,9,5,1250,51,1
5586,14,8,2000,50,1
5587,16,7,1750,38,0
5588,14,2,500,16,0
5589,14,16,4000,98,1
5590,14,4,1000,28,1
5591,16,7,1750,39,0
5592,14,7,1750,47,1
5593,16,6,1500,35,1
5594,11,3,750,28,0
5595,11,1,250,11,1
5596,9,3,750,34,0
5597,14,4,1000,30,0
5598,23,38,9500,98,1
5599,11,1,250,11,1
5600,11,1,250,11,0
5601,11,1,250,11,1
5602,11,1,250,11,1
5603,11,1,250,11,1
5604,11,2,500,21,0
5605,11,5,1250,50,1
5606,11,2,500,21,0
5607,16,4,1000,28,1
5608,14,3,750,26,0
5609,9,2,500,26,1
5610,14,6,1500,51,1
5611,11,2,500,24,0
5612,4,3,750,71,1
5613,21,13,3250,57,1
5614,11,6,1500,71,0
